title,url,weight,Processor manufacturer,Processor model,Processor series,min hertz, max hertz,cach mem,RAM,internal storage,internal_storage_hdd,internal storage type,GPU manufacturer,GPU model,GPU memory,screen size,screen refresh rate,battery,price
لپ تاپ 15.6 اینچی لنوو مدل Ideapad 1-Celeron N4020 4GB 256SSD,https://www.digikala.com/product/dkp-12537925/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-1-celeron-4gb-256ssd/,1.5,Intel,N4020,Celeron,1.1,2.8,4,DDR4 ,256,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,51.44,10999000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad Slim 3 15IRU8-i3 1305U 8GB 256SSD,https://www.digikala.com/product/dkp-12406821/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-slim-3-15iru8-i3-1305u-8gb-256ssd/,1.62,Intel,1305U,Core i3,1.6,4.5,10,LPDDR5 ,256,0,SSD ,Intel ,UHD Graphics ,0,15.6,250,47,18700000
لپ تاپ 15.6 اینچی لنوو مدل V15 G4 AMN-Athlon Silver 7120U 8GB 256SSD,https://www.digikala.com/product/dkp-12116861/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-v15-g4-amn-athlon-silver-7120u-8gb-256ssd/,1.6,AMD,Silver 7120U,ATHLON,2.4,3.5,2,LPDDR5 ,256,0,SSD ,AMD ,Radeon 610M ,0,15.6,250,35,14400000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad Slim 3 15IRH8-i5 13420H 8GB 512SSD,https://www.digikala.com/product/dkp-13278622/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-slim-3-15irh8-i5-13420h-8gb-512ssd/,1.62,Intel,13420H,Core i5,2.1,4.6,12,LPDDR5 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,47,26090000
لپ تاپ 13.3 اینچی اپل مدل MacBook Air MGN63 2020-M1 8GB 256SSD,https://www.digikala.com/product/dkp-11891979/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-133-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-macbook-air-mgn63-2020-m1-8gb-256ssd/,1.29,Apple,Apple M1,M1,2.06,3.22,12,Unified ,256,0,SSD ,Apple ,7core Apple-designed integrated GPU ,0,13.3,16,49.9,48059000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 5 15IAL7-i7 1255U 16GB 512SSD MX550,https://www.digikala.com/product/dkp-10988149/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-5-15ial7-i7-1255u-16gb-512ssd-mx550/,1.85,Intel,1255U,Core i7,2.1,4.1,12,DDR4 ,512,0,SSD ,NVIDIA ,GeForce MX550 ,2,15.6,60,76,35500000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ826-i7 1355U 16GB 512SSD,https://www.digikala.com/product/dkp-15108740/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj826-i7-1355u-16gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-15107720/,1.7,Intel,1355U,Core i7,1.7,5,12,DDR4 ,512,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,35689000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 X515MA-BR001W-Celeron N4020 8GB 512SSD - کاستوم شده,https://www.digikala.com/product/dkp-15058862/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-x515ma-br001w-celeron-n4020-8gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.8,Intel,N4020,Celeron,1.1,2.8,4,DDR4 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,37,14400000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook X1504ZA-NJ061-i5 1235U 8GB 512SSD,https://www.digikala.com/product/dkp-15062540/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-x1504za-nj672-i5-1235u-8gb-512ssd-clone-1-of-14672554/,1.7,Intel,1235U,Core i5,1.3,4.4,12,DDR4 ,512,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,26600000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad Slim 3 15IRH8-i7 13620H 16GB 512SSD,https://www.digikala.com/product/dkp-14320248/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-slim-3-15irh8-i7-13620h-16gb-512ssd-w/,1.62,Intel,13620H,Core i7,1.8,4.9,24,LPDDR5 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,47,32499000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRX9-i7 13650HX 16GB 512SSD RTX3050,https://www.digikala.com/product/dkp-14789603/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irx9-i7-13650hx-16gb-512ssd-rtx3050/,2.38,Intel,13650HX,Core i7,2.6,4.9,24,DDR5 ,512,0,SSD ,NVIDIA ,GeForce RTX 3050 ,6,15.6,144,60,51444000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook X1504ZA-NJ247-i7 1255U 8GB 512SSD,https://www.digikala.com/product/dkp-14679049/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-x1504za-nj247-i7-1255u-8gb-512ssd/,1.7,Intel,1255U,Core i7,1.7,4.7,12,DDR4 ,512,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,32000000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad Slim 3 15IRU8-i3 1305U 8GB 512SSD - کاستوم شده,https://www.digikala.com/product/dkp-12528051/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-slim-3-15iru8-i3-1305u-8gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.62,Intel,1305U,Core i3,1.6,4.5,10,LPDDR5 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,250,47,20900000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 X1504VA-NJ104-i5 1335U 8GB 512SSD,https://www.digikala.com/product/dkp-14766121/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-x1504va-nj104-i5-1355u-8gb-512ssd/,1.7,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,512,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,28699000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook X1502ZA-EJ1426-i5 12500H 8GB 512SSD,https://www.digikala.com/product/dkp-13518103/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-x1502za-ej1426-i5-8gb-512ssd/,1.7,Intel,12500H,Core i5,4.5,4.5,12,DDR4 ,512,0,SSD ,Intel ,Iris Xe ,0,15.6,16,42,27100000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 3 15IAU7-i3 1215U 8GB 512SSD,https://www.digikala.com/product/dkp-14121497/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-3-15iau7-i3-1215u-8gb-512ssd-clone-1-of-14121356/,1.63,Intel,1215U,Core i3,0.9,4.4,10,DDR4 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,45,19680000
لپ تاپ 15.6 اینچی ایسر مدل Nitro V 15 ANV15-51-52AM-i5 13420H 16GB 512SSD RTX3050 - کاستوم شده,https://www.digikala.com/product/dkp-15129675/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-nitro-v-15-anv15-51-52am-i5-13420h-16gb-512ssd-rtx3050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.11,Intel,13420H,Core i5,1.5,4.6,12,DDR4 ,512,0,SSD ,NVIDIA ,GeForce RTX 3050 ,6,15.6,144,57,43150000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ823-i5 1335U 12GB 512SSD,https://www.digikala.com/product/dkp-15108702/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj822-i5-1335u-12gb-512ssd/,1.8,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,42,31800000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 X515MA-BR001W-Celeron N4020 4GB 256SSD,https://www.digikala.com/product/dkp-15058771/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-x515ma-br001w-celeron-n4020-4gb-256ssd/,1.8,Intel,N4020,Celeron,1.1,2.8,4,DDR4 ,256,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,37,13200000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 X1504ZA-NJ602-i7 1255U 16GB 512SSD,https://www.digikala.com/product/dkp-14033766/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-x1504za-i7-1255u-16gb-512ssd/,1.7,Intel,1255U,Core i7,1.2,4.7,12,DDR4 ,512,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,33849000
لپ تاپ 15.6 اینچی اچ‌پی مدل G8 255-R5 5500U 16GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-11870815/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-g8-255-r5-5500u-16gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.74,AMD,5500U,Ryzen 5,2.1,4,8,DDR4 ,1024,0,SSD ,AMD , Radeon Graphics ,0,15.6,60,41,24900000
لپ تاپ 15.6 اینچی لنوو مدل V15 G2 IJL-Celeron N4500 4GB 256SSD,https://www.digikala.com/product/dkp-14026353/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-v15-g2-ijl-celeron-n4500-4gb-256ssd/,1.7,Intel,N4500,Celeron,1.1,2.8,4,DDR4 ,256,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,38,12410000
لپ تاپ 14.5 اینچی ایسوس مدل Zenbook 14X OLED UX3404VA-i9 13900H 16GB 1SSD,https://www.digikala.com/product/dkp-14592129/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-145-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-zenbook-14x-oled-ux3404va-i9-13900h-16gb-1ssd/,1.56,Intel,13900H,Core i9,2.6,5.4,24,LPDDR5 ,1024,0,SSD ,Intel ,Iris Xe ,0,14.5,120,70,65300000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ821-i5 1335U 16GB 512SSD - کاستوم شده,https://www.digikala.com/product/dkp-15218699/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj821-i5-1335u-16gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.8,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,42,32099000
لپ تاپ 12.4 اینچی مایکروسافت مدل Surface Laptop Go 2-i5 1135G7 8GB 128SSD,https://www.digikala.com/product/dkp-15030493/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-124-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%85%D8%A7%DB%8C%DA%A9%D8%B1%D9%88%D8%B3%D8%A7%D9%81%D8%AA-%D9%85%D8%AF%D9%84-surface-laptop-go-2-i5-1135g7-4gb-128ssd-clone-1-of-14591367/,1.127,Intel,1135G7,Core i5,2.4,4.2,8,LPDDR4X ,128,0,SSD ,Intel ,Iris Xe ,0,12.4,330,40,43900000
لپ تاپ 15.6 اینچی لنوو مدل V15 G4 AMN-A 8GB 1SSD Radeon - کاستوم شده,https://www.digikala.com/product/dkp-12117417/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-v15-g4-amn-a-8gb-128ssd-radeon-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-12116544/,1.6,AMD,Silver 7120U,ATHLON,2.4,3.5,2,LPDDR5 ,1024,0,SSD ,AMD ,Radeon 610M ,0,15.6,250,35,16780000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRX9-i7 13650HX 16GB 512SSD RTX4050,https://www.digikala.com/product/dkp-14785807/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irx9-i7-13650hx-16gb-512ssd-rtx4050/,2.38,Intel,13650HX,Core i7,2.6,4.9,24,DDR5 ,512,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,15.6,144,60,58150000
لپ تاپ 15.6 اینچی ایسر مدل Aspire 5 A515-56G-59PV-i5 1135G7 16GB 512SSD MX450,https://www.digikala.com/product/dkp-14351533/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-aspire-5-a515-56g-59pv-i5-1135g7-16gb-512ssd-mx450/,1.8,Intel,1135G7,Core i5,2.4,4.2,8,DDR4 ,512,0,SSD ,NVIDIA ,GeForce MX450 ,2,15.6,60,48,28980000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook E1504GA-BQ509-i3 N305 4GB 512SSD,https://www.digikala.com/product/dkp-15108761/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-e1504ga-bq509-i3-n305-4gb-512ssd/,1.7,Intel,N305,Core i3,3.8,3.8,10,DDR4 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,45,22199000
لپ تاپ 15.6 اینچی اچ‌ پی مدل G10 255-Athlon Silver 7120U 8GB 512SSD,https://www.digikala.com/product/dkp-14014307/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86-%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-g10-255-athlon-silver-7120u-8gb-512ssd/,1.52,AMD,Silver 7120U,ATHLON,2.4,3.5,2,DDR4 ,512,0,SSD ,AMD ,Radeon 610M ,0,15.6,60,41,16300000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRX9-i7 13650HX 32GB 1SSD RTX3050 - کاستوم شده,https://www.digikala.com/product/dkp-14789517/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irx9-i7-13650hx-32gb-1ssd-rtx3050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.38,Intel,13650HX,Core i7,2.6,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 3050 ,6,15.6,144,60,58500000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8-i5 13420H 16GB 512SSD RTX3050 - کاستوم شده,https://www.digikala.com/product/dkp-13401320/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irh8-i5-13420h-16gb-512ssd-rtx3050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.4,Intel,13420H,Core i5,2.1,4.6,12,DDR5 ,512,0,SSD ,NVIDIA ,GeForce RTX 3050 ,6,15.6,144,60,45000000
لپ تاپ 13.6 اینچی اپل مدل MacBook Air-B M2 2022-M2 8GB 256SSD,https://www.digikala.com/product/dkp-9221811/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-136-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-macbook-air-b-m2-2022-m2-8gb-256ssd/,1.24,Apple,8‑Core,M2,2.06,3.22,20,Unified ,256,0,SSD ,Apple ,M2 8‑cores ,0,13.6,224,52.6,58490000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 X1504VA-NJ435-i7 1355U 16GB 512SSD,https://www.digikala.com/product/dkp-14126979/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-x1504va-nj435-i7-1355u-16gb-512ssd-clone-1-of-14123083/,1.7,Intel,1355U,Core i7,1.7,5,12,DDR4 ,512,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,36800000
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX507ZC4-HN081W-i5 12500H 8GB 512SSD RTX3050,https://www.digikala.com/product/dkp-11702821/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f15-fx507zc4-hn081w/,2.2,Intel,12500H,Core i5,2.5,4.5,18,DDR4 ,512,0,SSD ,NVIDIA ,GeForce RTX 3050 ,4,15.6,144,56,42899000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook E510MA-BR1112-Celeron N4020 4GB 512SSD W,https://www.digikala.com/product/dkp-15379497/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-e510ma-br1112-celeron-n4020-4gb-512ssd-w/,1.57,Intel,N4020,Celeron,1.1,2.8,4,DDR4 ,512,0,SSD ,Intel ,UHD 600 Graphics ,0,15.6,60,42,15390000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8-i5 12450H 8GB 512SSD RTX2050,https://www.digikala.com/product/dkp-13603981/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irh8-i5-8gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-13434774/,2.4,Intel,12450H,Core i5,2.4,4.4,12,DDR5 ,512,0,SSD ,NVIDIA ,GeForce RTX 2050 ,4,15.6,350,60,35850000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 5 15IAL7-i7 1255U 16GB 1SSD MX550 - کاستوم شده,https://www.digikala.com/product/dkp-14071004/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-5-15ial7-i7-1255u-16gb-1ssd-mx550-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.77,Intel,1255U,Core i7,1.2,4.7,12,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce MX550 ,2,15.6,60,76,36299000
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX506HF-HN014-i5 11400H 16GB 512SSD RTX2050 - کاستوم شده,https://www.digikala.com/product/dkp-11476991/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f15-fx506hf-hn014-i5-11400h-16gb-512ssd-rtx2050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.2,Intel,11400H,Core i5,2.7,4.5,12,DDR4 ,512,0,SSD ,NVIDIA ,GeForce RTX 2050 ,4,15.6,144,48,42190000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook X1504ZA-NJ427-i7 1255U 16GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-15487735/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-x1504za-nj547w-i7-1255u-8gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-14014620/,1.7,Intel,1255U,Core i7,1.7,4.7,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,35499000
لپ تاپ 15.6 اینچی لنوو مدل V15 G2 IJL-Celeron N4500 8GB 256SSD - کاستوم شده,https://www.digikala.com/product/dkp-14026366/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-v15-g2-ijl-celeron-n4500-8gb-256ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.7,Intel,N4500,Celeron,1.1,2.8,4,DDR4 ,256,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,38,12980000
لپ تاپ 16 اینچی ایسوس مدل Vivobook 16X K3605VV-N1111-i7 16GB 1SSD RTX4060,https://www.digikala.com/product/dkp-13415963/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-16x-k3605vv-n1111-i7-16gb-1ssd-rtx4060/,1.67,Intel,13700H,Core i7,2.4,5,24,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,16,120,70,67180000
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX507ZC4-HN081W-i5 12500H 32GB 1SSD RTX3050 - کاستوم شده,https://www.digikala.com/product/dkp-11798301/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f15-fx507zc4-hn081w-i5-32gb-1ssd-rtx3050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.2,Intel,12500H,Core i5,2.5,4.5,18,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce RTX 3050 ,4,15.6,144,56,49800000
لپ تاپ 15.6 اینچی اچ‌پی مدل 255 G8 R5-C,https://www.digikala.com/product/dkp-8576740/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-255-g8-r5-c/,1.8,AMD,5500U,Ryzen 5,2.1,4,8,DDR4 ,1024,0,SSD ,AMD ,AMD Radeon Graphics ,0.5,15.6,60,41,26200000
لپ تاپ 13.6 اینچی اپل مدل MacBook Air-MLXW3 2022 LLA-M2 8GB 256SSD,https://www.digikala.com/product/dkp-9628495/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-136-%D8%A7%DB%8C%D9%86%DA%86-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-macbook-air-mlxw3-m2-2022-lla/,1.24,Apple,8‑Core,M2,2.06,3.22,20,Unified ,256,0,SSD ,Apple ,M2 10‑core ,0,13.6,224,52.6,58490000
